47.5945153413;47.5945156827;47.5945160240;47.5945163653;47.5945167067;47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200
47.5945156827;47.5945160240;47.5945163653;47.5945167067;47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613
47.5945160240;47.5945163653;47.5945167067;47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027
47.5945163653;47.5945167067;47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440
47.5945167067;47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853
47.5945170480;47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266
47.5945173893;47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680
47.5945177307;47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093
47.5945180720;47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506
47.5945184133;47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920
47.5945187547;47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333
47.5945190960;47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333;47.5945238746
47.5945194373;47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333;47.5945238746;47.5945242160
47.5945197787;47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333;47.5945238746;47.5945242160;47.5945245573
47.5945201200;47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333;47.5945238746;47.5945242160;47.5945245573;47.5945248986
47.5945204613;47.5945208027;47.5945211440;47.5945214853;47.5945218266;47.5945221680;47.5945225093;47.5945228506;47.5945231920;47.5945235333;47.5945238746;47.5945242160;47.5945245573;47.5945248986;47.5945247317
